registry,nir,cc,economy_name,type,resource,start,value,delegation_date,transfer_date,opaque_id,holder_name
apnic,vnnic,VN,Viet Nam,ipv4,103.164.164.0/23,103.164.164.0,512,2021-03-22,,A92F57FA,Department of Science and Technology of Ha Tinh province
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:4d80::/48,2001:df6:4d80::,48,2021-03-22,,A92F57FA,Department of Science and Technology of Ha Tinh province
apnic,vnnic,VN,Viet Nam,ipv4,103.164.152.0/23,103.164.152.0,512,2021-03-19,,A921CDEB,Vietnam Internet Network Information Center (VNNIC)
apnic,vnnic,VN,Viet Nam,ipv4,103.164.154.0/23,103.164.154.0,512,2021-03-19,,A92912D6,IT VILAS VIET NAM JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:4980::/48,2001:df6:4980::,48,2021-03-19,,A921CDEB,Vietnam Internet Network Information Center (VNNIC)
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:4a80::/48,2001:df6:4a80::,48,2021-03-19,,A92912D6,IT VILAS VIET NAM JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.164.126.0/23,103.164.126.0,512,2021-03-18,,A92FE07C,DIGITAL TELECOMMUNICATIONS INFRASTRUCTURE JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.164.138.0/23,103.164.138.0,512,2021-03-18,,A92A7564,CLOUDCORE JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:4680::/48,2001:df6:4680::,48,2021-03-18,,A92FE07C,DIGITAL TELECOMMUNICATIONS INFRASTRUCTURE JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2407:3ac0::/32,2407:3ac0::,32,2021-03-18,,A92A7564,CLOUDCORE JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.164.34.0/23,103.164.34.0,512,2021-03-11,,A928E80D,"U14b-16a, 22 street, Tan Thuan, Tan Thuan Dong Ward, 7 District, HCM City"
apnic,vnnic,VN,Viet Nam,ipv4,103.164.36.0/23,103.164.36.0,512,2021-03-11,,A921F17B,Catiedu Online Training Academy Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2407:33c0::/32,2407:33c0::,32,2021-03-11,,A92D6399,VNETWORK TELECOMMUNICATION SERVICES COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2407:3440::/32,2407:3440::,32,2021-03-11,,A928E80D,"U14b-16a, 22 street, Tan Thuan, Tan Thuan Dong Ward, 7 District, HCM City"
apnic,vnnic,VN,Viet Nam,ipv6,2407:34c0::/32,2407:34c0::,32,2021-03-11,,A921F17B,Catiedu Online Training Academy Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,103.163.212.0/23,103.163.212.0,512,2021-03-04,,A92A071F,WINCOMMERCE GENERAL COMMERCIAL SERVICES JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.163.214.0/23,103.163.214.0,512,2021-03-04,,A92E0404,DONG HUNG PHU COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.163.216.0/23,103.163.216.0,512,2021-03-04,,A925787D,VIET NAM GALAXY DIGITAL TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.163.218.0/23,103.163.218.0,512,2021-03-04,,A92E573A,LAM A ARCHITECTURE CONSTRUCTION COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:2880::/48,2001:df6:2880::,48,2021-03-04,,A92A071F,WINCOMMERCE GENERAL COMMERCIAL SERVICES JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2407:2ec0::/32,2407:2ec0::,32,2021-03-04,,A925787D,VIET NAM GALAXY DIGITAL TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2407:2f40::/32,2407:2f40::,32,2021-03-04,,A92E573A,LAM A ARCHITECTURE CONSTRUCTION COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:1d80::/48,2001:df6:1d80::,48,2021-03-01,,A92B7ABC,VINGROUP JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.163.118.0/23,103.163.118.0,512,2021-02-26,,A9263C5A,BKHOST TECHNOLOGY VIETNAM JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.163.122.0/23,103.163.122.0,512,2021-02-26,,A92F8CC7,Department of Information and Communications of Thai Binh Province
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:1680::/48,2001:df6:1680::,48,2021-02-26,,A92F8CC7,Department of Information and Communications of Thai Binh Province
apnic,vnnic,VN,Viet Nam,ipv6,2407:27c0::/32,2407:27c0::,32,2021-02-26,,A9263C5A,BKHOST TECHNOLOGY VIETNAM JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.163.24.0/23,103.163.24.0,512,2021-02-18,,A9262959,VINFRUITS EXPORT IMPORT COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.163.26.0/23,103.163.26.0,512,2021-02-18,,A92B5FA5,VIET DIGITAL SOLUTIONS JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2407:2240::/32,2407:2240::,32,2021-02-18,,A9262959,VINFRUITS EXPORT IMPORT COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2407:22c0::/32,2407:22c0::,32,2021-02-18,,A92B5FA5,VIET DIGITAL SOLUTIONS JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.162.98.0/23,103.162.98.0,512,2021-02-03,,A92ED988,NAMEDIA INTERNATIONAL TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2407:16c0::/32,2407:16c0::,32,2021-02-03,,A92ED988,NAMEDIA INTERNATIONAL TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.162.92.0/23,103.162.92.0,512,2021-02-02,,A9294556,NEXUS CONSULTING COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.162.94.0/23,103.162.94.0,512,2021-02-02,,A9264693,HONG NGOC NGUYEN COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2407:1640::/32,2407:1640::,32,2021-02-02,,A9264693,HONG NGOC NGUYEN COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.162.28.0/23,103.162.28.0,512,2021-01-26,,A92B9E3E,Vung tai nguyen thu hoi tu PHDATA-VN
apnic,vnnic,VN,Viet Nam,ipv4,103.162.30.0/23,103.162.30.0,512,2021-01-26,,A92FC7BF,O2 VIETNAM TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.162.14.0/23,103.162.14.0,512,2021-01-25,,A92A7422,MINH DUY SOLUTIONS TRADING AND SERVICES LIMITED COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.162.20.0/23,103.162.20.0,512,2021-01-25,,A92DCE9E,INIX Solutions Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,103.162.22.0/23,103.162.22.0,512,2021-01-25,,A925F39F,Dong Nam Energy Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,103.162.24.0/23,103.162.24.0,512,2021-01-25,,A928BC04,"424 De La Thanh, O Cho Dua Ward, Dong Da District, Ha Noi City"
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:e080::/48,2001:df5:e080::,48,2021-01-25,,A925F39F,Dong Nam Energy Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2407:dc0::/32,2407:dc0::,32,2021-01-25,,A92A7422,MINH DUY SOLUTIONS TRADING AND SERVICES LIMITED COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2407:e40::/32,2407:e40::,32,2021-01-25,,A92DCE9E,INIX Solutions Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2407:ec0::/32,2407:ec0::,32,2021-01-25,,A928BC04,"424 De La Thanh, O Cho Dua Ward, Dong Da District, Ha Noi City"
apnic,vnnic,VN,Viet Nam,ipv4,103.161.210.0/23,103.161.210.0,512,2021-01-14,,A9263415,VietNam Prosperity Joint Stock Commercial Bank
apnic,vnnic,VN,Viet Nam,ipv4,103.161.212.0/23,103.161.212.0,512,2021-01-14,,A9276DBD,VIET HOSTING COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.161.170.0/23,103.161.170.0,512,2021-01-13,,A92FE1B6,VINA-BISON INTERNATIONAL TRADING COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.161.172.0/23,103.161.172.0,512,2021-01-13,,A928B977,MINH HIEN SOLUTIONS COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.161.174.0/23,103.161.174.0,512,2021-01-13,,A92C8165,Teknix Technology Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,103.161.176.0/23,103.161.176.0,512,2021-01-13,,A922174B,Vung tai nguyen thu hoi tu HQDATA-VN
apnic,vnnic,VN,Viet Nam,ipv4,103.161.178.0/23,103.161.178.0,512,2021-01-13,,A92D6DAB,SOLAR E COMPANY LTD
apnic,vnnic,VN,Viet Nam,ipv4,103.161.180.0/23,103.161.180.0,512,2021-01-13,,A92DE1D6,THAI AN INFORMATION TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:cd80::/48,2001:df5:cd80::,48,2021-01-13,,A92D6DAB,SOLAR E COMPANY LTD
apnic,vnnic,VN,Viet Nam,ipv6,2407:540::/32,2407:540::,32,2021-01-13,,A92FE1B6,VINA-BISON INTERNATIONAL TRADING COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2407:5c0::/32,2407:5c0::,32,2021-01-13,,A928B977,MINH HIEN SOLUTIONS COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2407:640::/32,2407:640::,32,2021-01-13,,A92DE1D6,THAI AN INFORMATION TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.161.118.0/23,103.161.118.0,512,2021-01-08,,A92897AF,THIEN CO MANUFACTURING TRADING SERVICES JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.161.120.0/23,103.161.120.0,512,2021-01-08,,A9265B44,VIET NAM UNIFIED COMMUNICATIONS CORPORATION
apnic,vnnic,VN,Viet Nam,ipv4,103.161.122.0/23,103.161.122.0,512,2021-01-08,,A927B441,GLOBAL INFORMATICS TELECOMMUNICATIONS JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.161.124.0/23,103.161.124.0,512,2021-01-08,,A926AA60,247 SCRAP TRADE JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.161.126.0/23,103.161.126.0,512,2021-01-08,,A92BE537,VNCOIN247 CORPORATION
apnic,vnnic,VN,Viet Nam,ipv6,2407:c0::/32,2407:c0::,32,2021-01-08,,A9265B44,VIET NAM UNIFIED COMMUNICATIONS CORPORATION
apnic,vnnic,VN,Viet Nam,ipv6,2407:140::/32,2407:140::,32,2021-01-08,,A92897AF,THIEN CO MANUFACTURING TRADING SERVICES JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2407:1c0::/32,2407:1c0::,32,2021-01-08,,A927B441,GLOBAL INFORMATICS TELECOMMUNICATIONS JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2407:240::/32,2407:240::,32,2021-01-08,,A926AA60,247 SCRAP TRADE JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2407:2c0::/32,2407:2c0::,32,2021-01-08,,A92BE537,VNCOIN247 CORPORATION
apnic,vnnic,VN,Viet Nam,ipv4,103.161.112.0/23,103.161.112.0,512,2021-01-07,,A927FA9A,MXGROUP MEDICINE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2406:ff40::/32,2406:ff40::,32,2021-01-07,,A927FA9A,MXGROUP MEDICINE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.161.96.0/23,103.161.96.0,512,2021-01-06,,A922C873,MXGROUP TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2406:fe40::/32,2406:fe40::,32,2021-01-06,,A922C873,MXGROUP TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.161.22.0/23,103.161.22.0,512,2020-12-30,,A92D6399,VNETWORK TELECOMMUNICATION SERVICES COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.161.38.0/23,103.161.38.0,512,2020-12-30,,A92FEA79,Digilife Vietnam Digital Services Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2406:fa40::/32,2406:fa40::,32,2020-12-30,,A92FEA79,Digilife Vietnam Digital Services Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,103.161.16.0/23,103.161.16.0,512,2020-12-29,,A92C374E,BK INFORMATION SYSTEM JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.161.18.0/23,103.161.18.0,512,2020-12-29,,A9278486,INFORMATICS SOLUTION COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2406:f840::/32,2406:f840::,32,2020-12-29,,A9278486,INFORMATICS SOLUTION COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.160.248.0/23,103.160.248.0,512,2020-12-28,,A926EF38,Department of Science and Technology Gia Lai
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:ac80::/48,2001:df5:ac80::,48,2020-12-28,,A926EF38,Department of Science and Technology Gia Lai
apnic,vnnic,VN,Viet Nam,ipv4,103.160.228.0/23,103.160.228.0,512,2020-12-26,,A9249050,VINASOFT One Member Limited Company
apnic,vnnic,VN,Viet Nam,ipv6,2406:f3c0::/32,2406:f3c0::,32,2020-12-26,,A9249050,VINASOFT One Member Limited Company
apnic,vnnic,VN,Viet Nam,ipv4,103.160.74.0/23,103.160.74.0,512,2020-12-15,,A92C5C0B,FPT Smart Cloud Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,103.160.76.0/23,103.160.76.0,512,2020-12-15,,A92E3D96,FPT Technology Research Institute
apnic,vnnic,VN,Viet Nam,ipv4,103.160.78.0/23,103.160.78.0,512,2020-12-15,,A92B8DE0,SKYLINEDC COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.160.84.0/23,103.160.84.0,512,2020-12-15,,A92C99E8,CYRADAR INFORMATION SECURITY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.160.88.0/23,103.160.88.0,512,2020-12-15,,A9216C6A,VIKING TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.160.90.0/23,103.160.90.0,512,2020-12-15,,A92AAD24,VIKING GLOBAL TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:9980::/48,2001:df5:9980::,48,2020-12-15,,A92E3D96,FPT Technology Research Institute
apnic,vnnic,VN,Viet Nam,ipv6,2406:e4c0::/32,2406:e4c0::,32,2020-12-15,,A92C5C0B,FPT Smart Cloud Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2406:e540::/32,2406:e540::,32,2020-12-15,,A92B8DE0,SKYLINEDC COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2406:e640::/32,2406:e640::,32,2020-12-15,,A92C99E8,CYRADAR INFORMATION SECURITY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2406:e6c0::/32,2406:e6c0::,32,2020-12-15,,A9216C6A,VIKING TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2406:e740::/32,2406:e740::,32,2020-12-15,,A92AAD24,VIKING GLOBAL TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.160.2.0/23,103.160.2.0,512,2020-12-10,,A922F8F9,ITEXPERT Viet Nam Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,103.160.4.0/23,103.160.4.0,512,2020-12-10,,A92B2295,CSD Group Technology JSC.
apnic,vnnic,VN,Viet Nam,ipv4,103.160.6.0/23,103.160.6.0,512,2020-12-10,,A92FB0F6,Vi Na Network Services Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv6,2406:dfc0::/32,2406:dfc0::,32,2020-12-10,,A922F8F9,ITEXPERT Viet Nam Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv6,2406:e040::/32,2406:e040::,32,2020-12-10,,A92FB0F6,Vi Na Network Services Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,103.159.48.0/23,103.159.48.0,512,2020-11-25,,A92DD954,Dak Lak Provincial Department of Science and Technology
apnic,vnnic,VN,Viet Nam,ipv4,103.159.50.0/23,103.159.50.0,512,2020-11-25,,A92FF5FD,NHAN HOA BUSINESS SOLUTIONS JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.159.52.0/23,103.159.52.0,512,2020-11-25,,A927AE13,7HOST VIET NAM COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.159.54.0/23,103.159.54.0,512,2020-11-25,,A92B2DB7,HT3 VIETNAM TECHNOLOGY INVESTMENT AND DEVELOPMENT JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.159.56.0/23,103.159.56.0,512,2020-11-25,,A921883B,INFINITY SOFTWARE CORPORATION
apnic,vnnic,VN,Viet Nam,ipv4,103.159.58.0/23,103.159.58.0,512,2020-11-25,,A92DBFEC,ALLIEX VIETNAM JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.159.60.0/23,103.159.60.0,512,2020-11-25,,A925B2AC,SMART LOTUS COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:7580::/48,2001:df5:7580::,48,2020-11-25,,A92DD954,Dak Lak Provincial Department of Science and Technology
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:7680::/48,2001:df5:7680::,48,2020-11-25,,A921883B,INFINITY SOFTWARE CORPORATION
apnic,vnnic,VN,Viet Nam,ipv6,2406:ca40::/32,2406:ca40::,32,2020-11-25,,A92994DD,"S3WORK Technology Co., Ltd."
apnic,vnnic,VN,Viet Nam,ipv6,2406:cbc0::/32,2406:cbc0::,32,2020-11-25,,A92D7E0B,Phuong Dong technology solution company limited
apnic,vnnic,VN,Viet Nam,ipv4,103.159.22.0/23,103.159.22.0,512,2020-11-24,,A92E6443,Department of Science and Technology of Ca Mau province
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:7180::/48,2001:df5:7180::,48,2020-11-24,,A92E6443,Department of Science and Technology of Ca Mau province
apnic,vnnic,VN,Viet Nam,ipv6,2001:ee1::/32,2001:ee1::,32,2020-10-30,,A92BA6BC,Vietnam Posts and Telecommunications (VNPT)
apnic,vnnic,VN,Viet Nam,ipv6,2001:ee2::/31,2001:ee2::,31,2020-10-30,,A92BA6BC,Vietnam Posts and Telecommunications (VNPT)
apnic,vnnic,VN,Viet Nam,ipv4,103.157.216.0/23,103.157.216.0,512,2020-10-27,,A927866B,SAIGON TELECOMMUNICATIONS TECHNOLOGY SOLUTIONS COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.157.218.0/23,103.157.218.0,512,2020-10-27,,A9271674,3S Viet Nam Technology Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:3080::/48,2001:df5:3080::,48,2020-10-27,,A925DA01,Department of Information Technology and Digital Transformation - Ministry of Finance
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:3180::/48,2001:df5:3180::,48,2020-10-27,,A927866B,SAIGON TELECOMMUNICATIONS TECHNOLOGY SOLUTIONS COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2406:a6c0::/32,2406:a6c0::,32,2020-10-27,,A9271674,3S Viet Nam Technology Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,103.157.204.0/23,103.157.204.0,512,2020-10-26,,A9228AB7,SPR Viet Nam Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv6,2406:a640::/32,2406:a640::,32,2020-10-26,,A9228AB7,SPR Viet Nam Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,103.157.18.0/23,103.157.18.0,512,2020-10-08,,A92B766B,Department of Science and Technology of Dong Nai province
apnic,vnnic,VN,Viet Nam,ipv4,103.157.20.0/23,103.157.20.0,512,2020-10-08,,A9235BD7,MVOT Import-Export Distribution Service Trading Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:980::/48,2001:df5:980::,48,2020-10-08,,A92B766B,Department of Science and Technology of Dong Nai province
apnic,vnnic,VN,Viet Nam,ipv4,103.156.90.0/23,103.156.90.0,512,2020-09-23,,A92BA1E8,Representative office No. 2 of VietServer Services technology Ltd.
apnic,vnnic,VN,Viet Nam,ipv4,103.156.92.0/23,103.156.92.0,512,2020-09-23,,A923300F,Representative office No. 3 of VietServer Services technology Ltd.
apnic,vnnic,VN,Viet Nam,ipv4,103.156.30.0/23,103.156.30.0,512,2020-09-21,,A9278FC4,Soc Trang Branch - FPT Telecom Company
apnic,vnnic,VN,Viet Nam,ipv4,103.156.32.0/23,103.156.32.0,512,2020-09-21,,A92E5F23,Tra Vinh Branch - FPT Telecom Company
apnic,vnnic,VN,Viet Nam,ipv4,103.156.34.0/23,103.156.34.0,512,2020-09-21,,A9281313,Vinh Long Branch - FPT Telecom Company
apnic,vnnic,VN,Viet Nam,ipv4,103.156.38.0/23,103.156.38.0,512,2020-09-21,,A92F9BC8,International Telecomunication Center - Branch of Mobifone Corp.
apnic,vnnic,VN,Viet Nam,ipv4,103.156.40.0/23,103.156.40.0,512,2020-09-21,,A92A7C91,Mobifone Hai Phong - Mobifone Service Company Region 5 - Branch of Mobifone Corp.
apnic,vnnic,VN,Viet Nam,ipv4,103.156.42.0/23,103.156.42.0,512,2020-09-21,,A921F8A2,Charge and Accouting Center - Branch of Mobifone Corp.
apnic,vnnic,VN,Viet Nam,ipv4,103.156.44.0/23,103.156.44.0,512,2020-09-21,,A92BB551,Mobifone Value Added Services Joint Stock Company.
apnic,vnnic,VN,Viet Nam,ipv4,103.156.46.0/23,103.156.46.0,512,2020-09-21,,A9288E14,Mobifone Research and Development Center - Branch of Mobifone Corp.
apnic,vnnic,VN,Viet Nam,ipv4,103.156.48.0/23,103.156.48.0,512,2020-09-21,,A9218CCC,Mobifone Ninh Thuan - Brancho of Mobifone Service Company Region 8
apnic,vnnic,VN,Viet Nam,ipv4,103.156.58.0/23,103.156.58.0,512,2020-09-21,,A922D8A5,Mobifone Technology Service Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,103.156.60.0/23,103.156.60.0,512,2020-09-21,,A92BDDB7,MobiFone Testing and Maintenance Center - Branch of Mobifone Corp.
apnic,vnnic,VN,Viet Nam,ipv4,103.155.254.0/23,103.155.254.0,512,2020-09-18,,A92DD98A,K2F Information Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,103.156.0.0/23,103.156.0.0,512,2020-09-18,,A92D93B6,Mobifone Dak Lak - Mobifone Service Company Region 7 - Branch of Mobifone Corp.
apnic,vnnic,VN,Viet Nam,ipv4,103.156.2.0/23,103.156.2.0,512,2020-09-18,,A92CF14C,Mobifone Dak Nong - Mobifone Service Company Region 7 - Branch of Mobifone Corp.
apnic,vnnic,VN,Viet Nam,ipv4,103.156.4.0/23,103.156.4.0,512,2020-09-18,,A92D3C45,Mobifone Gia Lai - Mobifone Service Company Region 7 - Branch of Mobifone Corp.
apnic,vnnic,VN,Viet Nam,ipv4,103.156.6.0/23,103.156.6.0,512,2020-09-18,,A927AE23,MobiFone Khanh Hoa - Mobifone Service Company Region 7 - Branch of Mobifone Corp.
apnic,vnnic,VN,Viet Nam,ipv4,103.156.8.0/23,103.156.8.0,512,2020-09-18,,A92F5CA2,Mobifone Kon Tum - Mobifone Service Company Region 7 - Branch of Mobifone Corp.
apnic,vnnic,VN,Viet Nam,ipv4,103.156.10.0/23,103.156.10.0,512,2020-09-18,,A92C8F73,Lang Son Branch - FPT Telecom Company
apnic,vnnic,VN,Viet Nam,ipv4,103.156.12.0/23,103.156.12.0,512,2020-09-18,,A92E1311,Nghe An Branch - FPT Telecom Company
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:e180::/48,2001:df4:e180::,48,2020-09-18,,A92E89AD,Information Technology and Communication Center of Binh Thuan Department of Information and Communications
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:e280::/48,2001:df4:e280::,48,2020-09-18,,A92DD98A,K2F Information Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:e380::/48,2001:df4:e380::,48,2020-09-18,,A92703CF,Representative officer of Tino Group Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,103.155.216.0/23,103.155.216.0,512,2020-09-17,,A926A697,VN Change Digital Ltd.
apnic,vnnic,VN,Viet Nam,ipv4,103.155.228.0/23,103.155.228.0,512,2020-09-17,,A92EE914,Kien Phong Trading Service Telecommunication Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,103.155.230.0/23,103.155.230.0,512,2020-09-17,,A92E89AD,Information Technology and Communication Center of Binh Thuan Department of Information and Communications
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:d880::/48,2001:df4:d880::,48,2020-09-17,,A926A697,VN Change Digital Ltd.
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:dc80::/48,2001:df4:dc80::,48,2020-09-17,,A92EE914,Kien Phong Trading Service Telecommunication Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,103.155.160.0/23,103.155.160.0,512,2020-09-11,,A92347DE,Serverhub Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,103.155.162.0/23,103.155.162.0,512,2020-09-11,,A92703CF,Representative officer of Tino Group Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,103.155.164.0/23,103.155.164.0,512,2020-09-11,,A92C6B41,Hahalolo Travel Social Network Joint Stock Company - Hanoi Branch
apnic,vnnic,VN,Viet Nam,ipv6,2406:71c0::/32,2406:71c0::,32,2020-09-11,,A926F5EC,NANDA COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.155.78.0/23,103.155.78.0,512,2020-09-03,,A929CE08,Viet Nam Telecommunications Authority
apnic,vnnic,VN,Viet Nam,ipv4,103.155.80.0/23,103.155.80.0,512,2020-09-03,,A9259B5C,VIET SPEED SERVICE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,103.155.82.0/23,103.155.82.0,512,2020-09-03,,A92FA654,VIETSPEED SERVICE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:bc80::/48,2001:df4:bc80::,48,2020-09-03,,A929CE08,Viet Nam Telecommunications Authority
apnic,vnnic,VN,Viet Nam,ipv4,103.154.244.0/23,103.154.244.0,512,2020-08-20,,A9261BA4,NSTECH VIET NAM JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2406:5f40::/32,2406:5f40::,32,2020-08-20,,A9261BA4,NSTECH VIET NAM JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,103.154.166.0/23,103.154.166.0,512,2020-08-14,,A921B750,Vung tai nguyen thu hoi tu SEATECH-VN
apnic,vnnic,VN,Viet Nam,ipv4,103.154.176.0/23,103.154.176.0,512,2020-08-14,,A92A7843,Vinh Railway Signalling - Telecom Joint Stock Company
